Generation,Inclinations,RAANs,Fitness1_crt,Fitness2_cdt
9,"[37.99076444959322, 34.33860422134941, 30.116469306978928]","[261.52610945924994, 236.1115832629252, 255.23631637030047]",37560.0,-5690.0
9,"[37.99076444959322, 34.33860422134941, 30.116469306978928]","[261.52610945924994, 236.1115832629252, 255.23631637030047]",37560.0,-5690.0
9,"[38.78412914119454, 33.853101319148706, 30.886019674955353]","[261.4479404441608, 237.05278473585452, 253.04322757172193]",37600.0,-5640.0
9,"[38.06159532431544, 34.21073591084056, 30.116469306978928]","[260.74008452849074, 237.05355739068233, 255.23631637030047]",37610.0,-5640.0
9,"[38.78412914119454, 33.853101319148706, 30.116469306978928]","[261.4479404441608, 237.05278473585452, 255.23631637030047]",37630.0,-5610.0
9,"[38.35159488286956, 33.853101319148706, 30.886019674955353]","[262.02242297395054, 237.05278473585452, 253.04322757172193]",38980.0,-5700.0
10,"[45.2868711359844, 38.08024091429813, 29.32123540925174]","[258.5732505276105, 245.20256600322625, 244.4905283534074]",36500.0,-5350.0
10,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
10,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
10,"[37.99076444959322, 34.33860422134941, 30.116469306978928]","[261.52610945924994, 236.1115832629252, 255.23631637030047]",37560.0,-5690.0
10,"[37.99076444959322, 34.33860422134941, 30.116469306978928]","[261.52610945924994, 236.1115832629252, 255.23631637030047]",37560.0,-5690.0
10,"[37.99076444959322, 34.33860422134941, 30.116469306978928]","[261.52610945924994, 236.1115832629252, 255.23631637030047]",37560.0,-5690.0
10,"[37.99076444959322, 34.33860422134941, 30.116469306978928]","[261.52610945924994, 236.1115832629252, 255.23631637030047]",37560.0,-5690.0
10,"[38.78412914119454, 33.853101319148706, 30.886019674955353]","[261.4479404441608, 237.05278473585452, 253.04322757172193]",37600.0,-5640.0
10,"[38.06159532431544, 34.21073591084056, 30.116469306978928]","[260.74008452849074, 237.05355739068233, 255.23631637030047]",37610.0,-5640.0
10,"[38.78412914119454, 33.853101319148706, 30.116469306978928]","[261.4479404441608, 237.05278473585452, 255.23631637030047]",37630.0,-5610.0
11,"[45.2868711359844, 38.08024091429813, 29.32123540925174]","[258.5732505276105, 245.20256600322625, 244.4905283534074]",36500.0,-5350.0
11,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
11,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
11,"[37.99076444959322, 34.33860422134941, 30.116469306978928]","[261.52610945924994, 236.1115832629252, 255.23631637030047]",37560.0,-5690.0
11,"[37.99076444959322, 34.33860422134941, 30.116469306978928]","[261.52610945924994, 236.1115832629252, 255.23631637030047]",37560.0,-5690.0
11,"[37.99076444959322, 34.33860422134941, 30.116469306978928]","[261.52610945924994, 236.1115832629252, 255.23631637030047]",37560.0,-5690.0
11,"[37.99076444959322, 34.33860422134941, 30.116469306978928]","[261.52610945924994, 236.1115832629252, 255.23631637030047]",37560.0,-5690.0
11,"[37.99076444959322, 34.33860422134941, 30.116469306978928]","[261.52610945924994, 236.1115832629252, 255.23631637030047]",37560.0,-5690.0
11,"[37.99076444959322, 34.33860422134941, 30.116469306978928]","[261.52610945924994, 236.1115832629252, 255.23631637030047]",37560.0,-5690.0
11,"[38.78412914119454, 33.853101319148706, 30.886019674955353]","[261.4479404441608, 237.05278473585452, 253.04322757172193]",37600.0,-5640.0
12,"[45.2868711359844, 38.08024091429813, 29.32123540925174]","[258.5732505276105, 245.20256600322625, 244.4905283534074]",36500.0,-5350.0
12,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
12,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
12,"[41.67423323014992, 36.55405504712162, 29.718852358115335]","[259.65666752805066, 240.97509684437745, 249.86342236185394]",37550.0,-5460.0
12,"[37.99076444959322, 34.33860422134941, 30.116469306978928]","[261.52610945924994, 236.1115832629252, 255.23631637030047]",37560.0,-5690.0
12,"[37.99076444959322, 34.33860422134941, 30.116469306978928]","[261.52610945924994, 236.1115832629252, 255.23631637030047]",37560.0,-5690.0
12,"[37.99076444959322, 34.33860422134941, 30.116469306978928]","[261.52610945924994, 236.1115832629252, 255.23631637030047]",37560.0,-5690.0
12,"[37.99076444959322, 34.33860422134941, 30.116469306978928]","[261.52610945924994, 236.1115832629252, 255.23631637030047]",37560.0,-5690.0
12,"[37.99076444959322, 34.33860422134941, 30.116469306978928]","[261.52610945924994, 236.1115832629252, 255.23631637030047]",37560.0,-5690.0
12,"[37.99076444959322, 34.33860422134941, 30.116469306978928]","[261.52610945924994, 236.1115832629252, 255.23631637030047]",37560.0,-5690.0
13,"[45.2868711359844, 38.08024091429813, 29.32123540925174]","[258.5732505276105, 245.20256600322625, 244.4905283534074]",36500.0,-5350.0
13,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
13,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
13,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
13,"[41.67423323014992, 36.55405504712162, 29.718852358115335]","[259.65666752805066, 240.97509684437745, 249.86342236185394]",37550.0,-5460.0
13,"[41.67423323014992, 36.55405504712162, 29.718852358115335]","[259.65666752805066, 240.97509684437745, 249.86342236185394]",37550.0,-5460.0
13,"[37.99076444959322, 34.33860422134941, 30.116469306978928]","[261.52610945924994, 236.1115832629252, 255.23631637030047]",37560.0,-5690.0
13,"[37.99076444959322, 34.33860422134941, 30.116469306978928]","[261.52610945924994, 236.1115832629252, 255.23631637030047]",37560.0,-5690.0
13,"[37.99076444959322, 34.33860422134941, 30.116469306978928]","[261.52610945924994, 236.1115832629252, 255.23631637030047]",37560.0,-5690.0
13,"[37.99076444959322, 34.33860422134941, 30.116469306978928]","[261.52610945924994, 236.1115832629252, 255.23631637030047]",37560.0,-5690.0
14,"[45.2868711359844, 38.08024091429813, 29.32123540925174]","[258.5732505276105, 245.20256600322625, 244.4905283534074]",36500.0,-5350.0
14,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
14,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
14,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
14,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
14,"[38.10656777595027, 33.853101319148706, 29.806134635022733]","[261.51633240862014, 237.05278473585452, 251.6932596535692]",37470.0,-5760.0
14,"[37.99076444959322, 34.08422508320918, 30.116469306978928]","[261.52610945924994, 238.23658222986145, 255.23631637030047]",37530.0,-5700.0
14,"[37.99076444959322, 34.33860422134941, 30.116469306978928]","[261.52610945924994, 236.1115832629252, 255.23631637030047]",37560.0,-5690.0
14,"[37.99076444959322, 34.33860422134941, 30.116469306978928]","[261.52610945924994, 236.1115832629252, 255.23631637030047]",37560.0,-5690.0
14,"[37.99076444959322, 34.33860422134941, 30.116469306978928]","[261.52610945924994, 236.1115832629252, 255.23631637030047]",37560.0,-5690.0
15,"[45.2868711359844, 38.08024091429813, 29.32123540925174]","[258.5732505276105, 245.20256600322625, 244.4905283534074]",36500.0,-5350.0
15,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
15,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
15,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
15,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
15,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
15,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
15,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
15,"[38.10656777595027, 33.853101319148706, 29.806134635022733]","[261.51633240862014, 237.05278473585452, 251.6932596535692]",37470.0,-5760.0
15,"[37.99076444959322, 34.08422508320918, 30.116469306978928]","[261.52610945924994, 238.23658222986145, 255.23631637030047]",37530.0,-5700.0
16,"[45.2868711359844, 38.89737418340269, 28.78471666551849]","[258.5732505276105, 244.89663629807254, 244.16538116579778]",36450.0,-5400.0
16,"[45.2868711359844, 38.08024091429813, 29.32123540925174]","[258.5732505276105, 245.20256600322625, 244.4905283534074]",36500.0,-5350.0
16,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
16,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
16,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
16,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
16,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
16,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
16,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
16,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
17,"[44.412336230781925, 38.08024091429813, 29.32123540925174]","[257.70912163113917, 245.20256600322625, 244.4905283534074]",36430.0,-5410.0
17,"[45.2868711359844, 38.89737418340269, 28.78471666551849]","[258.5732505276105, 244.89663629807254, 244.16538116579778]",36450.0,-5400.0
17,"[45.2868711359844, 38.48880754885041, 29.32123540925174]","[258.5732505276105, 245.04960115064938, 244.4905283534074]",36500.0,-5350.0
17,"[45.2868711359844, 38.08024091429813, 29.32123540925174]","[258.5732505276105, 245.20256600322625, 244.4905283534074]",36500.0,-5350.0
17,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
17,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
17,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
17,"[45.351541134040126, 38.89737418340269, 29.32123540925174]","[258.7952856912333, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
17,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
17,"[45.2868711359844, 38.89737418340269, 29.32123540925174]","[258.5732505276105, 244.89663629807254, 244.4905283534074]",36520.0,-5330.0
18,"[45.2868711359844, 38.89737418340269, 28.153888391106285]","[258.5732505276105, 244.89663629807254, 244.28293940164914]",36420.0,-5430.0
18,"[44.412336230781925, 38.08024091429813, 29.32123540925174]","[257.70912163113917, 245.20256600322625, 244.4905283534074]",36430.0,-5410.0
18,"[45.2868711359844, 38.89737418340269, 28.78471666551849]","[258.5732505276105, 244.89663629807254, 244.16538116579778]",36450.0,-5400.0
18,"[45.2868711359844, 38.89737418340269, 28.78471666551849]","[258.5732505276105, 244.89663629807254, 244.16538116579778]",36450.0,-5400.0
18,"[43.49179529597586, 37.6363059673392, 29.44246021569449]","[259.30902099786294, 242.93567340751804, 246.29121117844784]",36450.0,-5390.0
18,"[43.49179529597586, 37.6363059673392, 29.44246021569449]","[259.30902099786294, 242.93567340751804, 246.29121117844784]",36450.0,-5390.0
18,"[44.849603683383165, 38.48880754885041, 29.32123540925174]","[258.14118607937485, 245.04960115064938, 244.4905283534074]",36460.0,-5390.0
18,"[38.10656777595027, 33.853101319148706, 29.806134635022733]","[261.51633240862014, 237.05278473585452, 251.6932596535692]",37470.0,-5760.0
18,"[38.10656777595027, 33.853101319148706, 29.806134635022733]","[261.51633240862014, 237.05278473585452, 251.6932596535692]",37470.0,-5760.0
18,"[37.99076444959322, 34.08422508320918, 30.116469306978928]","[261.52610945924994, 238.23658222986145, 255.23631637030047]",37530.0,-5700.0
19,"[41.25945200336609, 35.96667111672342, 29.563685022137236]","[259.6127270198797, 241.12767536954038, 248.0918940034883]",36340.0,-5490.0
19,"[45.2868711359844, 38.89737418340269, 28.153888391106285]","[258.5732505276105, 244.89663629807254, 244.28293940164914]",36420.0,-5430.0
19,"[44.412336230781925, 38.08024091429813, 29.32123540925174]","[257.70912163113917, 245.20256600322625, 244.4905283534074]",36430.0,-5410.0
19,"[45.2868711359844, 38.89737418340269, 28.78471666551849]","[258.5732505276105, 244.89663629807254, 244.16538116579778]",36450.0,-5400.0
19,"[45.2868711359844, 38.89737418340269, 28.78471666551849]","[258.5732505276105, 244.89663629807254, 244.16538116579778]",36450.0,-5400.0
19,"[45.2868711359844, 38.89737418340269, 28.78471666551849]","[258.5732505276105, 244.89663629807254, 244.16538116579778]",36450.0,-5400.0
19,"[43.49179529597586, 37.6363059673392, 29.44246021569449]","[259.30902099786294, 242.93567340751804, 246.29121117844784]",36450.0,-5390.0
19,"[43.49179529597586, 37.6363059673392, 29.44246021569449]","[259.30902099786294, 242.93567340751804, 246.29121117844784]",36450.0,-5390.0
