Generation,Inclinations,RAANs,Fitness1_crt,Fitness2_cdt
7,"[20.23660928281178, 48.40178958827603, 65.7075209046105]","[23.60926706157864, 188.15314975485194, 10.259858474979167]",46240.0,-7270.0
8,"[62.79262460441508, 34.678815492605764, 64.5576692181419]","[344.6233389008154, 2.696801208887993, 357.6772351983174]",42200.0,-4120.0
8,"[62.79262460441508, 34.678815492605764, 64.5576692181419]","[344.6233389008154, 2.696801208887993, 357.6772351983174]",42200.0,-4120.0
8,"[62.79262460441508, 34.361705314086606, 64.5576692181419]","[344.6233389008154, 2.9089552778062524, 357.6772351983174]",42210.0,-4110.0
8,"[63.02742647248382, 33.58680564230011, 66.51238331297719]","[344.97977011616734, 0.0, 357.95132751421966]",42230.0,-4100.0
8,"[62.79262460441508, 34.79591340659243, 66.13294024384713]","[344.6233389008154, 1.041238750642881, 357.86506022102304]",42300.0,-4030.0
8,"[25.792905605838, 73.03761491452295, 26.45915130611187]","[275.2374587045554, 128.1715230659825, 317.1456660465349]",43120.0,-6450.0
8,"[27.894708027092992, 70.91612326800927, 25.826318036519794]","[273.7524294549801, 127.9299859372331, 317.0746108470166]",43450.0,-6190.0
8,"[20.23660928281178, 51.752094122442244, 66.96790088586614]","[23.60926706157864, 189.29065167435468, 9.297308960736913]",45630.0,-7090.0
8,"[20.23660928281178, 51.752094122442244, 66.96790088586614]","[23.60926706157864, 189.29065167435468, 9.297308960736913]",45630.0,-7090.0
8,"[20.23660928281178, 51.752094122442244, 66.96790088586614]","[23.60926706157864, 189.29065167435468, 9.297308960736913]",45630.0,-7090.0
9,"[62.79262460441508, 34.678815492605764, 64.5576692181419]","[344.6233389008154, 2.696801208887993, 357.6772351983174]",42200.0,-4120.0
9,"[62.79262460441508, 34.678815492605764, 64.5576692181419]","[344.6233389008154, 2.696801208887993, 357.6772351983174]",42200.0,-4120.0
9,"[62.79262460441508, 34.678815492605764, 64.5576692181419]","[344.6233389008154, 2.696801208887993, 357.6772351983174]",42200.0,-4120.0
9,"[62.79262460441508, 34.678815492605764, 64.5576692181419]","[344.6233389008154, 2.696801208887993, 357.6772351983174]",42200.0,-4120.0
9,"[62.79262460441508, 34.361705314086606, 64.5576692181419]","[344.6233389008154, 2.9089552778062524, 357.6772351983174]",42210.0,-4110.0
9,"[63.02742647248382, 33.58680564230011, 66.51238331297719]","[344.97977011616734, 0.0, 357.95132751421966]",42230.0,-4100.0
9,"[63.02742647248382, 33.58680564230011, 66.51238331297719]","[344.97977011616734, 0.0, 357.95132751421966]",42230.0,-4100.0
9,"[27.128648513201963, 70.91612326800927, 24.313883457727798]","[275.3982856409322, 127.9299859372331, 317.88779145139216]",42870.0,-6750.0
9,"[25.792905605838, 73.03761491452295, 26.45915130611187]","[275.2374587045554, 128.1715230659825, 317.1456660465349]",43120.0,-6450.0
9,"[27.894708027092992, 70.91612326800927, 25.826318036519794]","[273.7524294549801, 127.9299859372331, 317.0746108470166]",43450.0,-6190.0
10,"[62.79262460441508, 34.678815492605764, 64.5576692181419]","[344.6233389008154, 2.696801208887993, 357.6772351983174]",42200.0,-4120.0
10,"[62.79262460441508, 34.678815492605764, 64.5576692181419]","[344.6233389008154, 2.696801208887993, 357.6772351983174]",42200.0,-4120.0
10,"[62.79262460441508, 34.678815492605764, 64.5576692181419]","[344.6233389008154, 2.696801208887993, 357.6772351983174]",42200.0,-4120.0
10,"[62.79262460441508, 34.678815492605764, 64.5576692181419]","[344.6233389008154, 2.696801208887993, 357.6772351983174]",42200.0,-4120.0
10,"[62.79262460441508, 34.678815492605764, 64.5576692181419]","[344.6233389008154, 2.696801208887993, 357.6772351983174]",42200.0,-4120.0
