Generation,Inclinations,RAANs,Fitness1_crt,Fitness2_cdt
10,"[60.25668579079387, 25.140472902031284, 51.75928685578337]","[317.51585373904396, 327.8147422435535, 312.4757905316791]",38240.0,-2170.0
10,"[60.25668579079387, 25.140472902031284, 51.75928685578337]","[317.51585373904396, 327.8147422435535, 312.4757905316791]",38240.0,-2170.0
10,"[60.25668579079387, 25.140472902031284, 51.75928685578337]","[317.51585373904396, 327.8147422435535, 312.4757905316791]",38240.0,-2170.0
10,"[60.25668579079387, 24.182715099882834, 53.278004946083946]","[317.51585373904396, 326.58048306752244, 311.4752500309002]",38250.0,-2160.0
10,"[41.74644349189169, 24.947082301292944, 36.63900247304197]","[250.72369105805524, 270.8236056407065, 324.22777935421317]",52340.0,-2480.0
10,"[41.70653272081028, 24.947082301292944, 36.63900247304197]","[250.00735980111347, 270.8236056407065, 324.22777935421317]",52360.0,-2460.0
10,"[41.70653272081028, 24.947082301292944, 36.63900247304197]","[250.00735980111347, 270.8236056407065, 324.22777935421317]",52360.0,-2460.0
10,"[41.70653272081028, 24.947082301292944, 36.63900247304197]","[250.00735980111347, 270.8236056407065, 324.22777935421317]",52360.0,-2460.0
Generation,Inclinations,RAANs,Fitness1_crt,Fitness2_cdt
0,"[152.99571586791657, 156.62375801079196, 167.70425543560754]","[95.69263578929665, 100.07491809018609, 34.44146460710328]",38250.0,-2910.0
0,"[151.87857845643668, 168.029247814809, 121.28399897267526]","[155.20437391606333, 157.45404437737105, 142.6648868256456]",39700.0,-1740.0
0,"[120.43697738652469, 149.84954268397382, 158.3505744922379]","[192.09842352118136, 222.51284644624965, 228.56286715480147]",41830.0,-2730.0
0,"[125.20671570349289, 144.3107971854822, 147.9499850035551]","[181.21187308473648, 168.1678012043555, 171.20236522091523]",43930.0,-1980.0
0,"[125.20671570349289, 144.84787298068272, 147.9499850035551]","[181.21187308473648, 167.96158333755514, 171.20236522091523]",45340.0,-1990.0
0,"[125.20671570349289, 144.84787298068272, 147.9499850035551]","[181.21187308473648, 167.96158333755514, 171.20236522091523]",45340.0,-1990.0
0,"[125.20671570349289, 144.84787298068272, 147.9499850035551]","[181.21187308473648, 167.96158333755514, 171.20236522091523]",45340.0,-1990.0
0,"[129.75738119930344, 167.7869105597636, 120.73199232219551]","[119.52885901260717, 202.32640891251032, 107.20981676073292]",45700.0,-1270.0
0,"[160.6067384416828, 147.2781050247383, 120.91088250922796]","[111.33236224463786, 98.16897198681502, 265.63154220049216]",47130.0,-3370.0
0,"[160.6067384416828, 147.2781050247383, 120.91088250922796]","[111.33236224463786, 98.16897198681502, 265.63154220049216]",47130.0,-3370.0
1,"[152.99571586791657, 156.62375801079196, 168.68493673547087]","[95.69263578929665, 100.07491809018609, 33.74566658720837]",31020.0,-2340.0
1,"[152.99571586791657, 156.62375801079196, 167.06252000187388]","[95.69263578929665, 100.07491809018609, 33.111788431097914]",37630.0,-3550.0
1,"[152.99571586791657, 156.62375801079196, 167.70425543560754]","[95.69263578929665, 100.07491809018609, 34.44146460710328]",38250.0,-2910.0
1,"[151.87857845643668, 168.029247814809, 121.28399897267526]","[155.20437391606333, 157.45404437737105, 142.6648868256456]",39700.0,-1740.0
1,"[150.3138869297713, 168.029247814809, 121.28399897267526]","[157.2546342522101, 157.45404437737105, 142.6648868256456]",39910.0,-1660.0
1,"[120.43697738652469, 149.84954268397382, 158.3505744922379]","[192.09842352118136, 222.51284644624965, 228.56286715480147]",41830.0,-2730.0
1,"[120.43697738652469, 149.84954268397382, 155.88947756885332]","[192.09842352118136, 222.51284644624965, 229.13966552337024]",42170.0,-2470.0
